"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 20, 2018","24,948.0","25,228.0","25,341.0","24,866.0","286.77K","-0.98%"
"Feb 21, 2018","24,782.0","24,951.0","25,257.0","24,724.0","254.31K","-0.67%"
"Feb 22, 2018","25,013.0","24,783.0","25,137.0","24,576.0","276.48K","0.93%"
"Feb 23, 2018","25,314.0","25,019.0","25,325.0","24,996.0","203.95K","1.20%"
"Feb 26, 2018","25,758.0","25,328.0","25,774.0","25,300.0","192.59K","1.75%"
"Feb 27, 2018","25,429.0","25,758.0","25,813.0","25,388.0","310.01K","-1.28%"
"Feb 28, 2018","25,038.0","25,411.0","25,577.0","25,018.0","271.88K","-1.54%"
"Mar 01, 2018","24,620.0","25,090.0","25,185.0","24,431.0","453.19K","-1.67%"
"Mar 02, 2018","24,535.0","24,616.0","24,670.0","24,204.0","397.22K","-0.35%"
"Mar 05, 2018","24,864.0","24,483.0","24,955.0","24,311.0","309.96K","1.34%"
"Mar 06, 2018","24,852.0","24,885.0","25,047.0","24,695.0","262.66K","-0.05%"
"Mar 07, 2018","24,795.0","24,659.0","24,845.0","24,410.0","314.55K","-0.23%"
"Mar 08, 2018","24,892.0","24,784.0","24,956.0","24,704.0","230.60K","0.39%"
"Mar 09, 2018","25,335.0","24,879.0","25,346.0","24,841.0","153.05K","1.78%"
"Mar 12, 2018","25,208.0","25,335.0","25,510.0","25,151.0","116.77K","-0.50%"
"Mar 13, 2018","25,027.0","25,196.0","25,378.0","24,945.0","102.17K","-0.72%"
"Mar 14, 2018","24,770.0","24,985.0","25,153.0","24,670.0","83.89K","-1.03%"
"Mar 15, 2018","24,907.0","24,784.0","25,059.0","24,675.0","60.75K","0.55%"
"Mar 16, 2018","24,879.2","24,921.0","24,948.0","24,823.0","2.56K","-0.11%"
"Mar 19, 2018","24,691.0","24,976.0","24,984.0","24,461.0","272.84K","-0.76%"
"Mar 20, 2018","24,765.0","24,671.0","24,813.0","24,608.0","190.95K","0.30%"
"Mar 21, 2018","24,727.0","24,769.0","24,998.0","24,660.0","225.02K","-0.15%"
"Mar 22, 2018","23,963.0","24,732.0","24,803.0","23,932.0","408.37K","-3.09%"
"Mar 23, 2018","23,612.0","23,999.0","24,103.0","23,496.0","483.12K","-1.46%"
"Mar 26, 2018","24,191.0","23,609.0","24,223.0","23,551.0","321.55K","2.45%"
"Mar 27, 2018","23,859.0","24,201.0","24,435.0","23,691.0","380.20K","-1.37%"
"Mar 28, 2018","23,860.0","23,854.0","24,075.0","23,707.0","492.03K","0.00%"
"Mar 29, 2018","24,147.0","23,889.0","24,288.0","23,797.0","300.10K","1.20%"
"Apr 02, 2018","23,552.0","24,097.0","24,147.0","23,306.0","358.65K","-2.46%"
"Apr 03, 2018","23,984.0","23,609.0","24,010.0","23,545.0","359.07K","1.83%"
"Apr 04, 2018","24,265.0","23,981.0","24,282.0","23,361.0","382.54K","1.17%"
"Apr 05, 2018","24,468.0","24,250.0","24,596.0","24,234.0","274.17K","0.84%"
"Apr 06, 2018","23,926.0","24,483.0","24,506.0","23,700.0","426.62K","-2.22%"
"Apr 09, 2018","24,012.0","23,948.0","24,346.0","23,911.0","271.31K","0.36%"
"Apr 10, 2018","24,351.0","24,004.0","24,482.0","23,947.0","358.83K","1.41%"
"Apr 11, 2018","24,167.0","24,360.0","24,367.0","24,062.0","242.70K","-0.76%"
"Apr 12, 2018","24,459.0","24,176.0","24,561.0","24,141.0","231.53K","1.21%"
"Apr 13, 2018","24,336.0","24,453.0","24,627.0","24,206.0","276.55K","-0.50%"
"Apr 16, 2018","24,563.0","24,444.0","24,644.0","24,381.0","199.91K","0.93%"
"Apr 17, 2018","24,707.0","24,560.0","24,827.0","24,550.0","176.91K","0.59%"
"Apr 18, 2018","24,733.0","24,699.0","24,809.0","24,673.0","150.51K","0.11%"
"Apr 19, 2018","24,637.0","24,742.0","24,781.0","24,514.0","192.29K","-0.39%"
"Apr 20, 2018","24,433.0","24,633.0","24,665.0","24,338.0","201.07K","-0.83%"
"Apr 23, 2018","24,414.0","24,542.0","24,554.0","24,290.0","174.32K","-0.08%"
"Apr 24, 2018","23,984.0","24,431.0","24,600.0","23,786.0","342.25K","-1.76%"
"Apr 25, 2018","24,078.0","23,998.0","24,108.0","23,782.0","284.65K","0.39%"
"Apr 26, 2018","24,316.0","24,116.0","24,363.0","24,013.0","204.76K","0.99%"
"Apr 27, 2018","24,283.0","24,311.0","24,317.0","24,147.0","173.85K","-0.14%"
"Apr 30, 2018","24,131.0","24,279.0","24,458.0","24,099.0","186.41K","-0.63%"
"May 01, 2018","24,071.0","24,106.0","24,188.0","23,753.0","215.01K","-0.25%"
"May 02, 2018","23,825.0","24,092.0","24,136.0","23,797.0","211.18K","-1.02%"
"May 03, 2018","23,910.0","23,820.0","23,940.0","23,467.0","329.13K","0.36%"
"May 04, 2018","24,228.0","23,904.0","24,280.0","23,721.0","233.20K","1.33%"
"May 07, 2018","24,301.0","24,226.0","24,425.0","24,204.0","172.20K","0.30%"
"May 08, 2018","24,307.0","24,284.0","24,355.0","24,135.0","219.32K","0.02%"
"May 09, 2018","24,502.0","24,293.0","24,542.0","24,267.0","191.82K","0.80%"
"May 10, 2018","24,692.0","24,509.0","24,766.0","24,472.0","155.97K","0.78%"
"May 11, 2018","24,823.0","24,677.0","24,847.0","24,675.0","146.15K","0.53%"
"May 14, 2018","24,886.0","24,811.0","24,971.0","24,811.0","134.52K","0.25%"
"May 15, 2018","24,660.0","24,868.0","24,895.0","24,603.0","204.10K","-0.91%"
"May 16, 2018","24,740.0","24,676.0","24,778.0","24,614.0","137.02K","0.32%"
"May 17, 2018","24,704.0","24,741.0","24,836.0","24,631.0","165.08K","-0.15%"
"May 18, 2018","24,721.0","24,704.0","24,803.0","24,655.0","154.19K","0.07%"
"May 21, 2018","25,002.0","24,854.0","25,080.0","24,854.0","162.32K","1.14%"
"May 22, 2018","24,845.0","24,997.0","25,066.0","24,805.0","143.05K","-0.63%"
"May 23, 2018","24,859.0","24,836.0","24,879.0","24,627.0","219.95K","0.06%"
"May 24, 2018","24,803.0","24,849.0","24,868.0","24,584.0","204.23K","-0.23%"
"May 25, 2018","24,730.0","24,804.0","24,906.0","24,674.0","179.85K","-0.29%"
"May 27, 2018","24,828.0","24,837.0","24,838.0","24,801.0","-","0.40%"
"May 28, 2018","24,766.0","24,828.0","24,839.0","24,705.0","-","-0.25%"
"May 29, 2018","24,377.0","24,825.0","24,840.0","24,227.0","351.11K","-1.57%"
"May 30, 2018","24,669.0","24,398.0","24,715.0","24,325.0","220.23K","1.20%"
"May 31, 2018","24,417.0","24,636.0","24,705.0","24,342.0","249.11K","-1.02%"
"Jun 01, 2018","24,629.0","24,440.0","24,679.0","24,419.0","180.92K","0.87%"
"Jun 04, 2018","24,796.0","24,619.0","24,863.0","24,571.0","138.70K","0.68%"
"Jun 05, 2018","24,822.0","24,808.0","24,860.0","24,709.0","140.34K","0.10%"
"Jun 06, 2018","25,140.0","24,828.0","25,161.0","24,812.0","181.64K","1.28%"
"Jun 07, 2018","25,268.0","25,148.0","25,327.0","25,119.0","227.96K","0.51%"
"Jun 08, 2018","25,307.0","25,257.0","25,329.0","25,076.0","118.44K","0.15%"
"Jun 11, 2018","25,329.0","25,275.0","25,400.0","25,232.0","73.75K","0.09%"
"Jun 12, 2018","25,296.0","25,317.0","25,385.0","25,239.0","64.69K","-0.13%"
"Jun 13, 2018","25,184.0","25,326.0","25,358.0","25,181.0","49.13K","-0.44%"
"Jun 14, 2018","25,185.0","25,180.0","25,329.0","25,127.0","40.98K","0.00%"
"Jun 15, 2018","25,092.0","25,201.0","25,204.0","24,910.0","-","-0.37%"
"Jun 18, 2018","25,016.0","25,074.0","25,148.0","24,839.0","163.17K","-0.30%"
"Jun 19, 2018","24,715.0","25,001.0","25,017.0","24,569.0","268.36K","-1.20%"
"Jun 20, 2018","24,670.0","24,715.0","24,858.0","24,632.0","181.06K","-0.18%"
"Jun 21, 2018","24,472.0","24,673.0","24,795.0","24,403.0","237.20K","-0.80%"
"Jun 22, 2018","24,599.0","24,457.0","24,664.0","24,445.0","156.31K","0.52%"
"Jun 25, 2018","24,279.0","24,599.0","24,615.0","24,077.0","310.49K","-1.30%"
"Jun 26, 2018","24,303.0","24,283.0","24,375.0","24,216.0","197.42K","0.10%"
"Jun 27, 2018","24,135.0","24,279.0","24,564.0","24,079.0","311.83K","-0.69%"
"Jun 28, 2018","24,220.0","24,144.0","24,295.0","23,978.0","263.09K","0.35%"
"Jun 29, 2018","24,265.0","24,247.0","24,496.0","24,207.0","207.55K","0.19%"
"Jul 02, 2018","24,286.0","24,274.0","24,324.0","24,026.0","199.52K","0.09%"
"Jul 03, 2018","24,163.0","24,298.0","24,445.0","24,128.0","134.12K","-0.51%"
"Jul 04, 2018","24,195.0","24,165.0","24,252.0","24,146.0","-","0.13%"
"Jul 05, 2018","24,343.0","24,160.0","24,364.0","24,114.0","203.14K","0.61%"
"Jul 06, 2018","24,456.0","24,319.0","24,507.0","24,241.0","168.01K","0.46%"
"Jul 09, 2018","24,774.0","24,457.0","24,791.0","24,453.0","142.17K","1.30%"
"Jul 10, 2018","24,927.0","24,780.0","24,937.0","24,745.0","160.49K","0.62%"
"Jul 11, 2018","24,689.0","24,752.0","24,805.0","24,611.0","220.43K","-0.95%"
"Jul 12, 2018","24,894.0","24,710.0","24,927.0","24,680.0","168.03K","0.83%"
"Jul 13, 2018","25,004.0","24,903.0","25,028.0","24,869.0","140.81K","0.44%"
"Jul 16, 2018","25,041.0","25,025.0","25,090.0","24,962.0","108.20K","0.15%"
"Jul 17, 2018","25,106.0","25,056.0","25,141.0","24,971.0","139.25K","0.26%"
"Jul 18, 2018","25,161.0","25,118.0","25,197.0","25,081.0","108.76K","0.22%"
"Jul 19, 2018","25,059.0","25,164.0","25,209.0","25,034.0","141.01K","-0.41%"
"Jul 20, 2018","25,030.0","25,057.0","25,110.0","24,912.0","141.06K","-0.12%"
"Jul 23, 2018","25,033.0","25,088.0","25,088.0","24,952.0","114.42K","0.01%"
"Jul 24, 2018","25,214.0","25,027.0","25,268.0","25,022.0","183.69K","0.72%"
"Jul 25, 2018","25,403.0","25,216.0","25,451.0","25,088.0","183.83K","0.75%"
"Jul 26, 2018","25,525.0","25,437.0","25,568.0","25,392.0","156.25K","0.48%"
"Jul 27, 2018","25,414.0","25,505.0","25,572.0","25,348.0","194.28K","-0.43%"
"Jul 30, 2018","25,285.0","25,422.0","25,475.0","25,264.0","152.24K","-0.51%"
"Jul 31, 2018","25,395.0","25,304.0","25,486.0","25,272.0","148.71K","0.44%"
"Aug 01, 2018","25,289.0","25,472.0","25,472.0","25,247.0","142.70K","-0.42%"
"Aug 02, 2018","25,305.0","25,313.0","25,332.0","25,087.0","155.37K","0.06%"
"Aug 03, 2018","25,410.0","25,327.0","25,437.0","25,260.0","115.24K","0.41%"
"Aug 06, 2018","25,468.0","25,424.0","25,508.0","25,346.0","96.91K","0.23%"
"Aug 07, 2018","25,600.0","25,473.0","25,661.0","25,460.0","108.09K","0.52%"
"Aug 08, 2018","25,536.0","25,620.0","25,632.0","25,501.0","97.16K","-0.25%"
"Aug 09, 2018","25,493.0","25,505.0","25,603.0","25,459.0","96.58K","-0.17%"
"Aug 10, 2018","25,331.0","25,478.0","25,490.0","25,215.0","174.86K","-0.64%"
"Aug 13, 2018","25,215.0","25,333.0","25,371.0","25,141.0","166.86K","-0.46%"
"Aug 14, 2018","25,294.0","25,224.0","25,334.0","25,192.0","122.40K","0.31%"
"Aug 15, 2018","25,187.0","25,318.0","25,318.0","24,955.0","222.57K","-0.42%"
"Aug 16, 2018","25,592.0","25,209.0","25,608.0","25,147.0","170.51K","1.61%"
"Aug 17, 2018","25,674.0","25,578.0","25,731.0","25,506.0","148.78K","0.32%"
"Aug 20, 2018","25,758.0","25,703.0","25,791.0","25,663.0","102.53K","0.33%"
"Aug 21, 2018","25,807.0","25,754.0","25,885.0","25,721.0","106.83K","0.19%"
"Aug 22, 2018","25,717.0","25,733.0","25,836.0","25,677.0","120.10K","-0.35%"
"Aug 23, 2018","25,671.0","25,731.0","25,767.0","25,607.0","127.11K","-0.18%"
"Aug 24, 2018","25,792.0","25,682.0","25,828.0","25,653.0","111.24K","0.47%"
"Aug 27, 2018","26,077.0","25,809.0","26,089.0","25,805.0","108.05K","1.10%"
"Aug 28, 2018","26,085.0","26,079.0","26,156.0","26,044.0","110.16K","0.03%"
"Aug 29, 2018","26,147.0","26,092.0","26,185.0","26,050.0","104.66K","0.24%"
"Aug 30, 2018","26,010.0","26,155.0","26,168.0","25,946.0","141.40K","-0.52%"
"Aug 31, 2018","25,988.0","25,974.0","26,049.0","25,896.0","133.44K","-0.08%"
"Sep 02, 2018","26,012.0","26,015.0","26,025.0","25,994.0","-","0.09%"
"Sep 03, 2018","26,012.0","26,011.0","26,080.0","25,960.0","-","0.00%"
"Sep 04, 2018","25,985.0","26,021.0","26,080.0","25,817.0","180.65K","-0.10%"
"Sep 05, 2018","25,973.0","26,000.0","26,026.0","25,841.0","173.92K","-0.05%"
"Sep 06, 2018","26,025.0","25,990.0","26,100.0","25,894.0","201.87K","0.20%"
"Sep 07, 2018","25,959.0","26,003.0","26,038.0","25,833.0","206.05K","-0.25%"
"Sep 10, 2018","25,905.0","25,940.0","26,061.0","25,874.0","145.08K","-0.21%"
"Sep 11, 2018","26,002.0","25,897.0","26,038.0","25,764.0","153.18K","0.37%"
"Sep 12, 2018","26,014.0","26,008.0","26,164.0","25,940.0","198.74K","0.05%"
"Sep 13, 2018","26,160.0","26,004.0","26,203.0","25,980.0","162.91K","0.56%"
"Sep 14, 2018","26,158.0","26,161.0","26,237.0","26,078.0","108.42K","-0.01%"
"Sep 17, 2018","26,076.0","26,159.0","26,195.0","26,042.0","81.13K","-0.31%"
"Sep 18, 2018","26,274.0","26,068.0","26,331.0","25,966.0","58.83K","0.76%"
"Sep 19, 2018","26,434.0","26,290.0","26,477.0","26,237.0","56.27K","0.61%"
"Sep 20, 2018","26,696.0","26,448.0","26,717.0","26,430.0","36.18K","0.99%"
"Sep 21, 2018","26,772.0","26,689.0","26,797.0","26,689.0","4.92K","0.28%"
"Sep 24, 2018","26,610.0","26,709.0","26,739.0","26,577.0","148.66K","-0.61%"
"Sep 25, 2018","26,520.0","26,621.0","26,704.0","26,501.0","136.47K","-0.34%"
"Sep 26, 2018","26,419.0","26,524.0","26,627.0","26,369.0","152.94K","-0.38%"
"Sep 27, 2018","26,473.0","26,417.0","26,576.0","26,357.0","163.38K","0.20%"
"Sep 28, 2018","26,476.0","26,498.0","26,534.0","26,347.0","177.17K","0.01%"
"Oct 01, 2018","26,678.0","26,524.0","26,754.0","26,516.0","164.21K","0.76%"
"Oct 02, 2018","26,807.0","26,685.0","26,837.0","26,552.0","164.67K","0.48%"
"Oct 03, 2018","26,872.0","26,813.0","26,966.0","26,776.0","166.49K","0.24%"
"Oct 04, 2018","26,652.0","26,832.0","26,832.0","26,483.0","266.90K","-0.82%"
"Oct 05, 2018","26,492.0","26,671.0","26,736.0","26,311.0","273.83K","-0.60%"
"Oct 08, 2018","26,544.0","26,520.0","26,549.0","26,226.0","222.64K","0.20%"
"Oct 09, 2018","26,481.0","26,531.0","26,562.0","26,337.0","235.04K","-0.24%"
"Oct 10, 2018","25,519.0","26,472.0","26,522.0","25,431.0","413.48K","-3.63%"
"Oct 11, 2018","25,185.0","25,456.0","25,680.0","24,893.0","696.21K","-1.31%"
"Oct 12, 2018","25,316.0","25,209.0","25,545.0","24,990.0","438.11K","0.52%"
"Oct 15, 2018","25,201.0","25,344.0","25,471.0","25,111.0","294.51K","-0.45%"
"Oct 16, 2018","25,782.0","25,166.0","25,805.0","25,166.0","250.41K","2.31%"
"Oct 17, 2018","25,736.0","25,725.0","25,845.0","25,461.0","270.45K","-0.18%"
"Oct 18, 2018","25,381.0","25,704.0","25,726.0","25,217.0","314.79K","-1.38%"
"Oct 19, 2018","25,428.0","25,383.0","25,596.0","25,338.0","267.84K","0.19%"
"Oct 22, 2018","25,294.0","25,369.0","25,566.0","25,220.0","229.97K","-0.53%"
"Oct 23, 2018","25,244.0","25,297.0","25,310.0","24,750.0","344.63K","-0.20%"
"Oct 24, 2018","24,616.0","25,240.0","25,338.0","24,511.0","348.99K","-2.49%"
"Oct 25, 2018","24,877.0","24,724.0","25,079.0","24,571.0","321.21K","1.06%"
"Oct 26, 2018","24,746.0","24,804.0","24,885.0","24,415.0","430.29K","-0.53%"
"Oct 29, 2018","24,431.0","24,715.0","25,007.0","24,086.0","371.50K","-1.27%"
"Oct 30, 2018","24,859.0","24,368.0","24,900.0","24,330.0","345.52K","1.75%"
"Oct 31, 2018","25,077.0","24,882.0","25,303.0","24,823.0","246.41K","0.88%"
"Nov 01, 2018","25,325.0","25,047.0","25,362.0","25,046.0","214.66K","0.99%"
"Nov 02, 2018","25,241.0","25,208.0","25,684.0","25,035.0","304.44K","-0.33%"
"Nov 05, 2018","25,441.0","25,220.0","25,465.0","25,131.0","175.81K","0.79%"
"Nov 06, 2018","25,641.0","25,442.0","25,660.0","25,365.0","152.63K","0.79%"
"Nov 07, 2018","26,182.0","25,621.0","26,198.0","25,534.0","245.26K","2.11%"
"Nov 08, 2018","26,200.0","26,182.0","26,268.0","26,069.0","177.08K","0.07%"
"Nov 09, 2018","25,973.0","26,183.0","26,236.0","25,874.0","208.23K","-0.87%"
"Nov 12, 2018","25,381.0","25,975.0","26,096.0","25,334.0","247.42K","-2.28%"
"Nov 13, 2018","25,330.0","25,405.0","25,566.0","25,181.0","276.96K","-0.20%"
"Nov 14, 2018","25,044.0","25,368.0","25,489.0","24,922.0","294.56K","-1.13%"
"Nov 15, 2018","25,305.0","25,073.0","25,349.0","24,782.0","350.72K","1.04%"
"Nov 16, 2018","25,451.0","25,311.0","25,505.0","25,096.0","238.92K","0.58%"
"Nov 19, 2018","25,029.0","25,385.0","25,492.0","24,890.0","248.30K","-1.66%"
"Nov 20, 2018","24,437.0","25,026.0","25,042.0","24,355.0","338.53K","-2.37%"
"Nov 21, 2018","24,465.0","24,434.0","24,659.0","24,382.0","200.25K","0.11%"
"Nov 22, 2018","24,399.0","24,491.0","24,539.0","24,297.0","-","-0.27%"
"Nov 23, 2018","24,260.0","24,478.0","24,541.0","24,246.0","170.95K","-0.57%"
"Nov 26, 2018","24,599.0","24,275.0","24,664.0","24,270.0","189.54K","1.40%"
"Nov 27, 2018","24,742.0","24,504.0","24,781.0","24,404.0","231.35K","0.58%"
"Nov 28, 2018","25,344.0","24,772.0","25,370.0","24,727.0","248.23K","2.43%"
"Nov 29, 2018","25,391.0","25,325.0","25,483.0","25,206.0","195.52K","0.19%"
"Nov 30, 2018","25,539.0","25,378.0","25,602.0","25,223.0","167.06K","0.58%"
"Dec 03, 2018","25,846.0","25,813.0","26,088.0","25,685.0","246.84K","1.20%"
"Dec 04, 2018","25,046.0","25,840.0","25,840.0","24,999.0","333.86K","-3.10%"
"Dec 05, 2018","25,046.0","25,023.0","25,190.0","25,005.0","45.28K","0.00%"
"Dec 06, 2018","24,907.0","25,133.0","25,141.0","24,256.0","487.53K","-0.55%"
"Dec 07, 2018","24,432.0","24,918.0","25,114.0","24,297.0","396.88K","-1.91%"
"Dec 10, 2018","24,490.0","24,313.0","24,517.0","23,894.0","431.77K","0.24%"
"Dec 11, 2018","24,422.0","24,475.0","24,823.0","24,231.0","347.24K","-0.28%"
"Dec 12, 2018","24,566.0","24,352.0","24,844.0","24,336.0","282.64K","0.59%"
"Dec 13, 2018","24,571.0","24,574.0","24,753.0","24,481.0","274.39K","0.02%"
"Dec 14, 2018","24,113.0","24,586.0","24,610.0","24,042.0","173.89K","-1.86%"
"Dec 17, 2018","23,672.0","24,003.0","24,226.0","23,462.0","153.48K","-1.83%"
"Dec 18, 2018","23,602.0","23,685.0","23,939.0","23,528.0","109.46K","-0.30%"
"Dec 19, 2018","23,316.0","23,536.0","24,086.0","23,168.0","79.98K","-1.21%"
"Dec 20, 2018","23,002.0","23,316.0","23,449.0","22,644.0","55.98K","-1.35%"
"Dec 21, 2018","22,785.3","23,032.0","23,088.0","22,848.0","2.65K","-0.94%"
"Dec 24, 2018","21,700.0","22,379.0","22,572.0","21,681.0","247.77K","-4.76%"
"Dec 25, 2018","21,715.0","21,621.0","21,757.5","21,452.0","-","0.07%"
"Dec 26, 2018","22,898.0","21,730.0","22,969.0","21,452.0","359.44K","5.45%"
"Dec 27, 2018","23,153.0","22,875.0","23,200.0","22,242.0","359.46K","1.11%"
"Dec 28, 2018","23,035.0","23,118.0","23,372.0","22,957.0","317.88K","-0.51%"
"Dec 31, 2018","23,268.0","23,134.0","23,352.0","23,090.0","173.05K","1.01%"
"Jan 01, 2019","23,371.5","23,329.5","23,417.0","23,294.0","-","0.44%"
"Jan 02, 2019","23,325.0","23,320.0","23,417.0","22,786.0","315.92K","-0.20%"
"Jan 03, 2019","22,659.0","23,065.0","23,123.0","22,615.0","346.02K","-2.86%"
"Jan 04, 2019","23,395.0","22,708.0","23,504.0","22,563.0","320.83K","3.25%"
"Jan 07, 2019","23,512.0","23,470.0","23,668.0","23,279.0","238.57K","0.50%"
"Jan 08, 2019","23,743.0","23,530.0","23,848.0","23,497.0","246.03K","0.98%"
"Jan 09, 2019","23,830.0","23,724.0","23,966.0","23,712.0","235.89K","0.37%"
"Jan 10, 2019","23,953.0","23,826.0","23,999.0","23,640.0","228.65K","0.52%"
"Jan 11, 2019","23,950.0","23,958.0","23,994.0","23,765.0","173.65K","-0.01%"
"Jan 14, 2019","23,867.0","23,919.0","23,937.0","23,696.0","163.42K","-0.35%"
"Jan 15, 2019","23,984.0","23,867.0","24,073.0","23,825.0","224.20K","0.49%"
"Jan 16, 2019","24,151.0","23,981.0","24,259.0","23,959.0","184.06K","0.70%"
"Jan 17, 2019","24,321.0","24,160.0","24,449.0","24,010.0","201.77K","0.70%"
"Jan 18, 2019","24,687.0","24,336.0","24,745.0","24,298.0","215.53K","1.50%"
"Jan 20, 2019","24,654.0","24,743.5","24,743.5","24,643.0","-","-0.13%"
"Jan 21, 2019","24,610.0","24,650.5","24,662.0","24,529.0","-","-0.18%"
"Jan 22, 2019","24,390.0","24,690.0","24,702.0","24,216.0","280.46K","-0.89%"
"Jan 23, 2019","24,551.0","24,390.0","24,673.0","24,276.0","250.04K","0.66%"
"Jan 24, 2019","24,458.0","24,512.0","24,608.0","24,386.0","209.71K","-0.38%"
"Jan 25, 2019","24,696.0","24,476.0","24,830.0","24,458.0","195.06K","0.97%"
"Jan 28, 2019","24,473.0","24,665.0","24,712.0","24,284.0","210.99K","-0.90%"
"Jan 29, 2019","24,553.0","24,458.0","24,638.0","24,350.0","180.58K","0.33%"
"Jan 30, 2019","24,968.0","24,635.0","25,068.0","24,540.0","242.15K","1.69%"
"Jan 31, 2019","24,976.0","24,931.0","25,046.0","24,796.0","230.83K","0.03%"
"Feb 01, 2019","24,996.0","25,015.0","25,143.0","24,933.0","200.84K","0.08%"
"Feb 04, 2019","25,188.0","24,939.0","25,198.0","24,924.0","140.11K","0.77%"
"Feb 05, 2019","25,324.0","25,170.0","25,374.0","25,141.0","159.44K","0.54%"
"Feb 06, 2019","25,327.0","25,325.0","25,387.0","25,257.0","157.03K","0.01%"
"Feb 07, 2019","25,131.0","25,311.0","25,331.0","24,965.0","274.56K","-0.77%"
"Feb 08, 2019","25,081.0","25,118.0","25,124.0","24,862.0","223.29K","-0.20%"
"Feb 11, 2019","25,017.0","25,089.0","25,226.0","24,981.0","183.97K","-0.26%"
"Feb 12, 2019","25,406.0","25,012.0","25,439.0","25,002.0","172.65K","1.55%"
"Feb 13, 2019","25,488.0","25,396.0","25,606.0","25,385.0","170.33K","0.32%"
"Feb 14, 2019","25,427.0","25,496.0","25,622.0","25,304.0","241.76K","-0.24%"
"Feb 15, 2019","25,888.0","25,407.0","25,907.0","25,275.0","216.96K","1.81%"
"Feb 17, 2019","25,918.5","25,890.0","25,929.0","25,872.5","-","0.12%"
"Feb 18, 2019","25,882.0","25,907.0","25,934.0","25,847.5","-","-0.14%"
"Feb 19, 2019","25,883.0","25,886.0","25,957.0","25,789.0","206.83K","0.00%"
"Feb 20, 2019","25,964.0","25,880.0","25,985.0","25,825.0","187.90K","0.31%"
"Feb 21, 2019","25,833.0","25,964.0","26,082.0","25,753.0","207.24K","-0.50%"
"Feb 22, 2019","26,002.0","25,833.0","26,044.0","25,805.0","179.51K","0.65%"
"Feb 25, 2019","26,099.0","26,074.0","26,238.0","26,040.0","175.46K","0.37%"
"Feb 26, 2019","26,037.0","26,096.0","26,150.0","25,954.0","194.08K","-0.24%"
"Feb 27, 2019","26,008.0","26,009.0","26,056.0","25,872.0","174.32K","-0.11%"
"Feb 28, 2019","25,913.0","26,028.0","26,028.0","25,878.0","179.96K","-0.37%"
"Mar 01, 2019","26,031.0","25,923.0","26,143.0","25,894.0","178.64K","0.46%"
"Mar 04, 2019","25,814.0","26,107.0","26,171.0","25,605.0","293.71K","-0.83%"
"Mar 05, 2019","25,827.0","25,809.0","25,890.0","25,721.0","172.95K","0.05%"
"Mar 06, 2019","25,666.0","25,790.0","25,832.0","25,625.0","198.16K","-0.62%"
"Mar 07, 2019","25,467.0","25,668.0","25,707.0","25,338.0","275.34K","-0.78%"
"Mar 08, 2019","25,495.0","25,449.0","25,522.0","25,213.0","159.40K","0.11%"
"Mar 11, 2019","25,653.0","25,465.0","25,694.0","25,218.0","113.23K","0.62%"
"Mar 12, 2019","25,553.0","25,666.0","25,759.0","25,512.0","81.96K","-0.39%"
"Mar 13, 2019","25,735.0","25,580.0","25,775.0","25,461.0","63.40K","0.71%"
"Mar 14, 2019","25,710.0","25,761.0","25,795.0","25,624.0","39.43K","-0.10%"
"Mar 15, 2019","25,758.9","25,700.0","25,856.0","25,681.0","2.51K","0.19%"
"Mar 18, 2019","25,965.0","25,862.0","25,976.0","25,810.0","138.47K","0.80%"
"Mar 19, 2019","25,906.0","25,967.0","26,145.0","25,847.0","201.56K","-0.23%"
"Mar 20, 2019","25,729.0","25,913.0","25,967.0","25,696.0","235.25K","-0.68%"
"Mar 21, 2019","26,011.0","25,702.0","26,044.0","25,608.0","227.96K","1.10%"
"Mar 22, 2019","25,570.0","25,982.0","26,036.0","25,529.0","291.88K","-1.70%"
"Mar 25, 2019","25,577.0","25,573.0","25,647.0","25,377.0","248.24K","0.03%"
"Mar 26, 2019","25,676.0","25,596.0","25,822.0","25,561.0","199.33K","0.39%"
"Mar 27, 2019","25,660.0","25,676.0","25,781.0","25,441.0","242.94K","-0.06%"
"Mar 28, 2019","25,737.0","25,622.0","25,762.0","25,526.0","181.85K","0.30%"
"Mar 29, 2019","25,933.0","25,730.0","25,964.0","25,723.0","191.22K","0.76%"
"Apr 01, 2019","26,258.0","25,976.0","26,288.0","25,976.0","158.71K","1.25%"
"Apr 02, 2019","26,153.0","26,235.0","26,280.0","26,126.0","155.14K","-0.40%"
"Apr 03, 2019","26,240.0","26,146.0","26,302.0","26,133.0","175.36K","0.33%"
"Apr 04, 2019","26,388.0","26,292.0","26,410.0","26,196.0","173.29K","0.56%"
"Apr 05, 2019","26,394.0","26,388.0","26,509.0","26,362.0","157.73K","0.02%"
"Apr 08, 2019","26,334.0","26,389.0","26,412.0","26,248.0","133.52K","-0.23%"
"Apr 09, 2019","26,158.0","26,345.0","26,349.0","26,104.0","156.73K","-0.67%"
"Apr 10, 2019","26,166.0","26,144.0","26,233.0","26,107.0","132.46K","0.03%"
"Apr 11, 2019","26,133.0","26,189.0","26,229.0","26,060.0","156.46K","-0.13%"
"Apr 12, 2019","26,408.0","26,153.0","26,441.0","26,141.0","173.27K","1.05%"
