Date	Dow_Jones	P/E	P/B	Div Yield	Symbol	Expiry	Close	Open Interest	Change in OI	SMA	EMA	upper_band	middle_band	lower_band	PercentageChange	Vix
09-01-2017	19828	22.07	3.12	1.34												15.48
10-01-2017	19788	22.39	3.14	1.33												15.195
11-01-2017	19877	22.42	3.18	1.32												14.8075
12-01-2017	19803	22.5	3.19	1.31												14.6125
13-01-2017	19832	22.47	3.18	1.31												14.3825
15-01-2017	19804.5															
16-01-2017	19784.5	22.5	3.19	1.31												15.065
17-01-2017	19743	22.4	3.18	1.32												15.3925
18-01-2017	19735	22.39	3.19	1.31												15.1825
19-01-2017	19694	22.44	3.2	1.31												15.02
20-01-2017	19745	22.37	3.17	1.32												15.79
23-01-2017	19735	22.48	3.18	1.32												15.905
24-01-2017	19844	22.64	3.21	1.3												15.285
25-01-2017	20003	22.98	3.26	1.28												15.17
26-01-2017	20051															
27-01-2017	20012	23	3.28	1.28	NIFTY	23-02-2017	8671.1	19389450	1220400	8272.038	8254.861854	8449.031142	8148.0475	7847.063858	7.033439078	16.005
30-01-2017	19888	22.98	3.27	1.28	NIFTY	23-02-2017	8655.35	19939950	550500	8271.138	8388.357903	8546.200974	8172.57	7798.939026	-0.181637854	16.67
31-01-2017	19792	22.86	3.25	1.29	NIFTY	23-02-2017	8584.3	19447125	-492825	8268.419	8453.671935	8607.793137	8193.3325	7778.871863	-0.820879572	16.825
01-02-2017	19816	23.27	3.3	1.27	NIFTY	23-02-2017	8737.9	20860725	1413600	8269.17	8548.414624	8699.80378	8224.06	7748.31622	1.789313048	13.97
02-02-2017	19821	23.38	3.31	1.26	NIFTY	23-02-2017	8743.95	21658800	798075	8271.714	8613.593082	8775.547398	8248.475	7721.402602	0.069238604	13.52
03-02-2017	19986	23.29	3.31	1.26	NIFTY	23-02-2017	8754.35	21486000	-172800	8274.497	8660.512055	8843.784405	8272.3425	7700.900595	0.118939381	13.1275
06-02-2017	19972	23.43	3.34	1.25	NIFTY	23-02-2017	8816.6	21854325	368325	8277.481	8712.54137	8920.604089	8304.0025	7687.400911	0.711075066	13.3975
07-02-2017	20018	23.31	3.32	1.26	NIFTY	23-02-2017	8785.55	21568425	-285900	8280.608	8736.87758	8981.744638	8331.9075	7682.070362	-0.352176576	13.5075
08-02-2017	20002	23.28	3.32	1.26	NIFTY	23-02-2017	8796.35	21768225	199800	8283.5	8756.70172	9038.776943	8361.8425	7684.908057	0.122929128	13.35
09-02-2017	20136	23.31	3.33	1.26	NIFTY	23-02-2017	8796.85	21760950	-7275	8288.585	8770.08448	9089.499843	8393.0325	7696.565157	0.005684176	13.235
10-02-2017	20223	23.34	3.33	1.26	NIFTY	23-02-2017	8809.35	21685425	-75525	8294.414	8783.172987	9135.527843	8426.175	7716.822157	0.142096319	13.1775
13-02-2017	20383	23.15	3.34	1.25	NIFTY	23-02-2017	8815.35	22318275	632850	8301.557	8793.898658	9175.193884	8460.735	7746.276116	0.068109452	13.6925
14-02-2017	20482	23.05	3.33	1.26	NIFTY	23-02-2017	8814.85	23350950	1032675	8307.454	8800.882439	9206.679	8496.4825	7786.286	-0.005671925	13.8025
15-02-2017	20623	22.84	3.31	1.27	NIFTY	23-02-2017	8743.1	25091025	1740075	8310.985	8781.621626	9220.67039	8529.605	7838.53961	-0.813967339	14.2125
16-02-2017	20594	23.08	3.33	1.26	NIFTY	23-02-2017	8787.6	24620025	-471000	8317.483	8783.614417	9223.256576	8569.1425	7915.028424	0.50897279	13.73
17-02-2017	20588	23.1	3.34	1.25	NIFTY	23-02-2017	8827	24253650	-366375	8322.956	8798.076278	9217.630595	8610.7425	8003.854405	0.448359051	13.4325
19-02-2017	20580															
20-02-2017	20633	23.19	3.37	1.24	NIFTY	23-02-2017	8873.85	21694650	-2559000	8333.874	8823.334185	9183.321413	8658.87	8134.418587	0.530757902	13.61
21-02-2017	20688	23.27	3.38	1.24	NIFTY	23-02-2017	8910.35	16272450	-5422200	8349.29	8852.339457	9151.389997	8702.82	8254.250003	0.411320904	13.525
22-02-2017	20749	23.32	3.38	1.24	NIFTY	23-02-2017	8920.1	13441125	-2831325	8365.321	8874.926305	9082.792899	8747.2575	8411.722101	0.109423311	13.7
23-02-2017	20797	23.36	3.39	1.24	NIFTY	23-02-2017	8942.15	8210025	-5231100	8382.397	8897.334203	8961.515319	8789.3	8617.084681	0.247194538	13.4
24-02-2017	20787															
27-02-2017	20813	23.21	3.37	1.25	NIFTY	30-03-2017	8915.75	21364425	-465900	8399.218	8903.472802	8973.18113	8801.5325	8629.88387	-0.295231013	13.675
28-02-2017	20807	23.13	3.37	1.25	NIFTY	30-03-2017	8909.35	21314175	-50250	8418.621	8905.431868	8978.150621	8814.2325	8650.314379	-0.071783081	13.7925
01-03-2017	21091	23.3	3.39	1.24	NIFTY	30-03-2017	8976.05	22458600	1144425	8438.006	8928.971245	8975.233081	8833.82	8692.406919	0.748651697	13.575
02-03-2017	21006	23.11	3.37	1.25	NIFTY	30-03-2017	8917.2	22121775	-336825	8455.853	8925.047497	8981.44462	8842.785	8704.12538	-0.655633603	13.3625
03-03-2017	20981	23.1	3.37	1.25	NIFTY	30-03-2017	8922.8	21536025	-585750	8474.945	8924.298331	8986.758702	8851.7275	8716.696298	0.062799982	13.3525
06-03-2017	20957	23.27	3.4	1.24	NIFTY	30-03-2017	8979.15	21620100	84075	8492.001	8942.582221	9001.093885	8862.9675	8724.841115	0.63152822	13.64
07-03-2017	20913	23.23	3.39	1.24	NIFTY	30-03-2017	8974.1	21847425	227325	8508.471	8953.088147	9015.310259	8870.8425	8726.374741	-0.056241404	13.875
08-03-2017	20868	23.17	3.38	1.24	NIFTY	30-03-2017	8952.1	22164600	317175	8524.072	8952.758765	9022.205445	8879.17	8736.134555	-0.245149931	14.075
09-03-2017	20869	23.18	3.38	1.24	NIFTY	30-03-2017	8954.5	22752900	588300	8537.955	8953.339177	9028.400235	8887.0775	8745.754765	0.026809352	14.39
10-03-2017	20892	23.2	3.39	1.24	NIFTY	30-03-2017	8958.7	23349375	596475	8552.889	8955.126118	9033.401391	8895.17	8756.938609	0.046903791	13.9575
13-03-2017	20888															
14-03-2017	20847	23.59	3.44	1.22	NIFTY	30-03-2017	9103	25192800	1843425	8572.771	9004.417412	9069.261601	8909.8525	8750.443399	1.61072477	12.4
15-03-2017	20944	23.59	3.44	1.22	NIFTY	30-03-2017	9109.3	25283175	90375	8591.659	9039.378275	9099.812409	8924.55	8749.287591	0.069207953	12.4225
16-03-2017	20940	23.77	3.47	1.21	NIFTY	30-03-2017	9176.15	26046375	763200	8611.801	9084.96885	9141.776314	8942.615	8743.453686	0.73386539	11.91
17-03-2017	20972.5	23.78	3.47	1.21	NIFTY	30-03-2017	9171.75	24889275	-1157100	8632.769	9113.8959	9164.963262	8964.0475	8763.131738	-0.047950393	11.8525
20-03-2017	20868	23.7	3.46	1.22	NIFTY	30-03-2017	9153.55	25570875	681600	8650.727	9127.113933	9182.303608	8982.345	8782.386392	-0.198435413	12.0175
21-03-2017	20627	23.68	3.46	1.22	NIFTY	30-03-2017	9143	25862850	291975	8668.047	9132.409289	9196.438915	8998.145	8799.851085	-0.11525583	11.9425
22-03-2017	20596	23.45	3.42	1.23	NIFTY	30-03-2017	9050.4	26185950	323100	8685.387	9105.072859	9197.93073	9006.9725	8816.01427	-1.012796675	12.27
23-03-2017	20588	23.59	3.44	1.22	NIFTY	30-03-2017	9107.65	26220675	34725	8702.991	9105.931906	9207.194488	9016.8375	8826.480512	0.632568726	11.835
24-03-2017	20575	23.65	3.45	1.22	NIFTY	30-03-2017	9118.3	25783575	-437100	8721.404	9110.054604	9216.563857	9026.7475	8836.931143	0.116934665	11.9775
27-03-2017	20497	23.49	3.43	1.23	NIFTY	30-03-2017	9067.95	21382200	-4401375	8739.302	9096.019736	9219.531937	9033.0375	8846.543063	-0.552186263	12.435
28-03-2017	20625	23.63	3.45	1.22	NIFTY	30-03-2017	9109.6	19637100	-1745100	8758.564	9100.546491	9223.908057	9042.73	8861.551943	0.459309987	12.1175
29-03-2017	20601	23.74	3.47	1.21	NIFTY	30-03-2017	9142.85	16316625	-3320475	8778.938	9114.64766	9229.696254	9054.405	8879.113746	0.364999561	12.0875
30-03-2017	20660	23.82	3.48	1.21	NIFTY	30-03-2017	9171.95	12486150	-3830475	8800.379	9133.74844	9242.746128	9064.2	8885.653872	0.318281499	12.15
31-03-2017	20604	23.26	3.5	1.25	NIFTY	27-04-2017	9197.75	22945800	-191250	8822.721	9155.082294	9252.402577	9078.2275	8904.052423	0.281292419	12.42
03-04-2017	20590	23.42	3.53	1.25	NIFTY	27-04-2017	9263.25	22365375	-580425	8848.049	9191.138196	9271.865455	9095.25	8918.634545	0.712130684	11.4925
04-04-2017	20634															
05-04-2017	20577	23.49	3.54	1.24	NIFTY	27-04-2017	9286.55	22039275	-326100	8873.88	9222.94213	9297.358768	9110.62	8923.881232	0.25153159	11.55
06-04-2017	20605	23.48	3.53	1.24	NIFTY	27-04-2017	9272.25	21348000	-691275	8901.099	9239.378087	9313.888171	9125.5275	8937.166829	-0.153986141	11.29
07-04-2017	20599	23.32	3.51	1.25	NIFTY	27-04-2017	9211.45	21030825	-317175	8924.701	9230.068725	9312.472682	9138.495	8964.517318	-0.655720025	11.6925
10-04-2017	20598	23.28	3.5	1.25	NIFTY	27-04-2017	9209.35	20688075	-342750	8948.261	9223.162483	9305.678437	9151.2375	8996.796563	-0.022797714	11.62
11-04-2017	20593	23.42	3.52	1.25	NIFTY	27-04-2017	9264.45	21020175	332100	8971.524	9236.924989	9300.936489	9166.525	9032.113511	0.598304984	11.395
12-04-2017	20516	23.33	3.51	1.25	NIFTY	27-04-2017	9223.2	20926650	-93525	8982.566	9232.349992	9305.791497	9172.535	9039.278503	-0.445250393	11.6275
13-04-2017	20414	23.2	3.49	1.26	NIFTY	27-04-2017	9182.25	20401725	-524925	8993.104	9215.649995	9306.271778	9176.1825	9046.093222	-0.443989071	11.5775
17-04-2017	20569	23.17	3.49	1.26	NIFTY	27-04-2017	9168.35	20290425	-111300	9004.785	9199.88333	9305.92659	9175.7925	9045.65841	-0.151379019	11.8925
18-04-2017	20433	23.08	3.47	1.26	NIFTY	27-04-2017	9123.35	19996125	-294300	9012.494	9174.37222	9305.502097	9173.3725	9041.242903	-0.490818959	12.375
19-04-2017	20335	23.08	3.47	1.26	NIFTY	27-04-2017	9135	19924875	-71250	9020.315	9161.248147	9305.376158	9172.445	9039.513842	0.127694323	12.215
20-04-2017	20528	23.16	3.49	1.26	NIFTY	27-04-2017	9162.6	19533900	-390975	9028.48	9161.698764	9305.761067	9173.425	9041.088933	0.302134647	11.56
21-04-2017	20503	23.12	3.48	1.26	NIFTY	27-04-2017	9127	18648975	-884925	9034.688	9150.13251	9299.149154	9177.255	9055.360846	-0.388536005	11.4225
24-04-2017	20696	23.41	3.52	1.25	NIFTY	27-04-2017	9224.45	16614525	-2034450	9043.466	9174.905006	9302.251472	9183.095	9063.938528	1.067711187	11.625
25-04-2017	20945	23.64	3.56	1.23	NIFTY	27-04-2017	9293.9	16773075	158550	9053.417	9214.570004	9316.397217	9191.875	9067.352783	0.752890416	11.155
26-04-2017	20905	23.75	3.57	1.23	NIFTY	27-04-2017	9342.1	15774525	-998550	9064.322	9257.080003	9332.846907	9205.5825	9078.318093	0.51861974	11.74
27-04-2017	20898	23.73	3.57	1.23	NIFTY	27-04-2017	9345.75	10595475	-5179050	9075.05	9286.636669	9350.526842	9217.39	9084.253158	0.039070445	11.07
28-04-2017	20874	23.63	3.55	1.23	NIFTY	25-05-2017	9333.7	19293300	-486150	9085.417	9302.324446	9364.611628	9226.9325	9089.253372	-0.128935612	10.86
01-05-2017	20873															
02-05-2017	20865	23.66	3.56	1.23	NIFTY	25-05-2017	9339.3	19290975	-2325	9095.906	9314.64963	9378.813616	9235.3	9091.786384	0.059997643	11.4475
03-05-2017	20879	23.65	3.56	1.23	NIFTY	25-05-2017	9340.25	19515750	224775	9107.849	9323.183087	9391.803698	9242.425	9093.046302	0.010172069	11.5275
04-05-2017	20871	23.77	3.58	1.23	NIFTY	25-05-2017	9376.95	19681275	165525	9119.636	9341.105391	9408.476386	9248.11	9087.743614	0.392923102	11.3325
05-05-2017	20954	23.59	3.55	1.24	NIFTY	25-05-2017	9316.7	18812250	-869025	9129.43	9332.970261	9411.95566	9249.6175	9087.27934	-0.64253302	11.9875
08-05-2017	20941	23.66	3.56	1.23	NIFTY	25-05-2017	9343.6	19040475	228225	9138.825	9336.513507	9420.41797	9253.185	9085.95203	0.288728842	11.665
09-05-2017	20907	23.67	3.56	1.23	NIFTY	25-05-2017	9350.4	19371375	330900	9147.626	9341.142338	9431.350444	9260.1325	9088.914556	0.072777088	11.1125
10-05-2017	20893	23.89	3.59	1.22	NIFTY	25-05-2017	9419.2	20665350	1293975	9157.608	9367.161559	9453.436202	9270.625	9087.813798	0.735797399	10.9475
11-05-2017	20870	23.93	3.6	1.22	NIFTY	25-05-2017	9439.85	21136200	470850	9167.562	9391.391039	9476.453565	9279.395	9082.336435	0.219233056	10.8375
12-05-2017	20848	23.88	3.59	1.22	NIFTY	25-05-2017	9414.8	20614575	-521625	9177.543	9399.194026	9492.691223	9288.975	9085.258777	-0.265364386	10.6275
15-05-2017	20930	23.99	3.61	1.22	NIFTY	25-05-2017	9453.3	21110850	496275	9188.422	9417.229351	9512.022403	9302.5275	9093.032597	0.40893062	10.675
16-05-2017	20935	24.16	3.63	1.21	NIFTY	25-05-2017	9522.15	21739800	628950	9199.344	9452.2029	9540.858517	9320.2175	9099.576483	0.728317096	10.56
17-05-2017	20605	25.23	3.64	1.2	NIFTY	25-05-2017	9533.75	22242975	503175	9211.675	9479.385267	9560.660304	9340.7375	9120.814696	0.121821227	10.635
18-05-2017	20644	24.91	3.6	1.22	NIFTY	25-05-2017	9440.7	20046075	-2196900	9222.033	9466.490178	9558.419218	9356.0225	9153.625782	-0.976006293	11.785
19-05-2017	20787	24.91	3.6	1.22	NIFTY	25-05-2017	9445.75	19109250	-936825	9231.365	9459.576785	9555.356792	9370.18	9185.003208	0.053491796	11.3025
22-05-2017	20878	24.94	3.61	1.22	NIFTY	25-05-2017	9443.65	17817300	-1291950	9240.756	9454.267857	9536.1459	9386.0125	9235.8791	-0.022232221	11.2025
23-05-2017	20915	24.8	3.59	1.22	NIFTY	25-05-2017	9390.45	15308550	-2508750	9249.523	9432.995238	9524.880214	9394.3125	9263.744786	-0.563341505	12.2025
24-05-2017	20985	24.73	3.58	1.23	NIFTY	25-05-2017	9364.85	11662275	-3646275	9257.73	9410.280159	9520.964275	9397.86	9274.755725	-0.272617393	11.83
25-05-2017	21063	24.88	3.63	1.21	NIFTY	25-05-2017	9510.1	7008975	-4653300	9268.758	9443.553439	9535.759616	9406.26	9276.760384	1.551012563	10.4475
26-05-2017	21066	24.32	3.62	1.19	NIFTY	29-06-2017	9575.8	18961125	-141300	9278.214	9487.635626	9563.561646	9417.7625	9271.963354	0.690844471	10.8625
28-05-2017	21075.5															
29-05-2017	21069	24.31	3.62	1.19	NIFTY	29-06-2017	9605.7	20496450	1535325	9288.142	9526.990417	9593.128847	9431.3625	9269.596153	0.312245452	11.7875
30-05-2017	21015	24.36	3.63	1.19	NIFTY	29-06-2017	9619.85	20798775	302325	9297.016	9557.943612	9620.865567	9445.39	9269.914433	0.147308369	11.765
31-05-2017	21002	24.35	3.62	1.19	NIFTY	29-06-2017	9626.05	21872025	1073250	9306.102	9580.645741	9644.859862	9459.68	9274.500138	0.064450069	11.7625
01-06-2017	21132	24.34	3.62	1.19	NIFTY	29-06-2017	9630.1	22195350	323325	9315.633	9597.130494	9667.505317	9472.3375	9277.169683	0.042073332	11.3075
02-06-2017	21203	24.43	3.63	1.18	NIFTY	29-06-2017	9652.6	22149375	-45975	9325.825	9615.620329	9685.643304	9489.1325	9292.621696	0.233642434	10.81
05-06-2017	21176	24.45	3.64	1.18	NIFTY	29-06-2017	9685.5	22120650	-28725	9338.527	9638.913553	9708.523416	9506.2275	9303.931584	0.34084081	11.015
06-06-2017	21156	24.35	3.63	1.19	NIFTY	29-06-2017	9665.75	21582600	-538050	9349.689	9647.859035	9722.400152	9521.995	9321.589848	-0.203913066	11.1325
07-06-2017	21163	24.48	3.64	1.18	NIFTY	29-06-2017	9679.9	22029675	447075	9360.921	9658.539357	9740.835771	9535.03	9329.224229	0.146393192	10.89
08-06-2017	21178	24.43	3.63	1.18	NIFTY	29-06-2017	9669.7	22179675	150000	9372.956	9662.259571	9755.431716	9546.5225	9337.613284	-0.105372989	11.0675
09-06-2017	21251	24.38	3.64	1.18	NIFTY	29-06-2017	9682.9	21990975	-188700	9384.422	9669.139714	9767.710766	9559.9275	9352.144234	0.136508889	10.8625
12-06-2017	21226	24.25	3.62	1.19	NIFTY	29-06-2017	9620.15	21800700	-190275	9393.968	9652.809809	9771.609522	9568.27	9364.930478	-0.648049655	11.4225
13-06-2017	21322	24.27	3.62	1.19	NIFTY	29-06-2017	9615.1	21766350	-34350	9402.831	9640.239873	9776.076953	9572.9175	9369.758047	-0.052493984	11.34
14-06-2017	21371	24.29	3.62	1.19	NIFTY	29-06-2017	9637.6	21426525	-339825	9411.628	9639.359915	9782.305645	9578.11	9373.914355	0.234006927	11.18
15-06-2017	21363	24.19	3.6	1.19	NIFTY	29-06-2017	9600.9	21589050	162525	9418.381	9626.539944	9780.456812	9586.12	9391.783188	-0.380800199	11.325
16-06-2017	21360.1	24	3.56	1.11	NIFTY	29-06-2017	9597.25	21211125	-377925	9424.595	9616.776629	9777.056124	9593.695	9410.333876	-0.038017269	10.915
19-06-2017	21461	24.37	3.58	1.1	NIFTY	29-06-2017	9675.25	21115650	-95475	9432.655	9636.267753	9778.227188	9605.275	9432.322812	0.812732814	10.6275
20-06-2017	21437	24.36	3.58	1.1	NIFTY	29-06-2017	9674.45	21072225	-43425	9441.915	9648.995168	9763.811342	9619.475	9475.138658	-0.00826852	10.6575
21-06-2017	21378	24.31	3.57	1.11	NIFTY	29-06-2017	9655.25	20995575	-76650	9450.833	9651.080112	9719.311176	9633.995	9548.678824	-0.198460894	10.915
22-06-2017	21348	24.49	3.57	1.11	NIFTY	29-06-2017	9633.1	20367600	-627975	9458.206	9645.086742	9703.845282	9640.145	9576.444718	-0.229408871	11.2075
23-06-2017	21339	24.37	3.54	1.11	NIFTY	29-06-2017	9590.05	19477500	-890100	9465.543	9626.741161	9701.92747	9640.8575	9579.78753	-0.446896638	11.5575
26-06-2017	21368															
27-06-2017	21291	24.21	3.52	1.12	NIFTY	29-06-2017	9513	13268850	-6208650	9472.158	9588.827441	9717.867503	9636.2225	9554.577497	-0.803436896	12.5075
28-06-2017	21402	24.15	3.51	1.12	NIFTY	29-06-2017	9495.6	10439325	-2829525	9478.703	9557.751627	9732.053381	9630.01	9527.966619	-0.1829076	11.99
29-06-2017	21255	24.19	3.52	1.12	NIFTY	29-06-2017	9508.8	7537875	-2901450	9486.412	9541.434418	9739.084929	9624.1475	9509.210071	0.139011753	11.3825
30-06-2017	21300	24.23	3.52	1.12	NIFTY	27-07-2017	9517.4	19573500	125550	9494.06	9533.422945	9742.429887	9618.5125	9494.595113	0.090442537	11.7325
03-07-2017	21436	24.47	3.56	1.11	NIFTY	27-07-2017	9621.8	19768050	194550	9503.244	9562.881964	9739.91884	9616.9725	9494.02616	1.096938239	11.2
04-07-2017	21421.5	24.47	3.56	1.11	NIFTY	27-07-2017	9624.05	20173650	405600	9513.185	9583.271309	9732.848964	9613.9	9494.951036	0.023384398	11.275
05-07-2017	21422	24.53	3.57	1.11	NIFTY	27-07-2017	9645.3	20342250	168600	9521.602	9603.947539	9730.368697	9612.8775	9495.386303	0.220801014	11.1525
06-07-2017	21280	24.62	3.58	1.1	NIFTY	27-07-2017	9673.35	20290125	-52125	9529.191	9627.081693	9729.326427	9612.55	9495.773573	0.290815216	10.9825
07-07-2017	21370	24.6	3.58	1.1	NIFTY	27-07-2017	9667.5	20348025	57900	9535.699	9640.554462	9729.004839	9612.44	9495.875161	-0.06047543	10.8675
10-07-2017	21359	24.87	3.62	1.09	NIFTY	27-07-2017	9776.95	20087550	-260475	9544.323	9686.019641	9751.003223	9617.1425	9483.281777	1.132143781	10.9125
11-07-2017	21367	24.91	3.62	1.09	NIFTY	27-07-2017	9787.25	20437575	350025	9553.394	9719.763094	9778.549689	9625.4975	9472.445311	0.105349828	10.89
12-07-2017	21483	24.98	3.63	1.09	NIFTY	27-07-2017	9822.35	20856300	418725	9563.055	9753.958729	9811.142648	9635.86	9460.577352	0.35862985	11.0525
13-07-2017	21509	25.17	3.66	1.08	NIFTY	27-07-2017	9887.5	21703350	847050	9574	9798.472486	9855.148227	9648.355	9441.561773	0.663283227	11.2475
14-07-2017	21595	25.12	3.66	1.08	NIFTY	27-07-2017	9899.55	21430575	-272775	9584.452	9832.164991	9895.75451	9663.2875	9430.82049	0.121871049	11.1725
17-07-2017	21581	25.17	3.67	1.08	NIFTY	27-07-2017	9933.15	20845350	-585225	9596.781	9865.826661	9938.163081	9680.0825	9422.001919	0.339409367	11.4575
18-07-2017	21520	25.1	3.56	1.06	NIFTY	27-07-2017	9846.3	18931725	-1913625	9606.835	9859.317774	9956.65363	9688.635	9420.61637	-0.874344996	11.49
19-07-2017	21596	25.28	3.53	1.01	NIFTY	27-07-2017	9919.15	18448650	-483075	9618.21	9879.261849	9986.916142	9700.87	9414.823858	0.73987183	11.255
20-07-2017	21581	25.22	3.52	1.01	NIFTY	27-07-2017	9888.05	18204225	-244425	9627.587	9882.191233	10008.94122	9712.51	9416.078776	-0.31353493	11.315
21-07-2017	21518	25.32	3.53	1.01	NIFTY	27-07-2017	9910.55	18011550	-192675	9637.001	9891.644155	10032.46168	9726.3825	9420.30332	0.227547393	11.085
24-07-2017	21499	25.45	3.55	1	NIFTY	27-07-2017	9955.8	16698075	-1313475	9647.821	9913.029437	10059.5603	9744.67	9429.779699	0.456584145	11.3125
25-07-2017	21560	25.45	3.55	1	NIFTY	27-07-2017	9973.8	14541525	-2156550	9658.231	9933.286291	10078.83449	9767.71	9456.585509	0.180799132	10.9125
26-07-2017	21646	25.57	3.57	1	NIFTY	27-07-2017	10023.05	12342150	-2199375	9668.249	9963.207527	10097.80498	9794.0825	9490.360018	0.49379374	11.17
27-07-2017	21743	25.56	3.57	1	NIFTY	27-07-2017	10025.2	7952400	-4389750	9678.078	9983.871685	10109.70674	9819.9025	9530.098264	0.021450556	11.2175
28-07-2017	21775	25.56	3.49	0.96	NIFTY	31-08-2017	10042.25	19407600	2938950	9690.109	10003.33112	10115.99301	9846.145	9576.296987	0.17007142	11.1375
31-07-2017	21842	25.69	3.51	0.95	NIFTY	31-08-2017	10103	20028750	621150	9703.254	10036.55408	10141.55565	9870.205	9598.854345	0.604944111	11.9
01-08-2017	21904	25.75	3.52	0.95	NIFTY	31-08-2017	10138.45	20219925	191175	9717.15	10070.51939	10166.58664	9895.925	9625.26336	0.350885875	11.9075
02-08-2017	21957	25.63	3.51	0.95	NIFTY	31-08-2017	10101.1	21067275	847350	9731.363	10080.71293	10177.62998	9918.715	9659.800023	-0.368399509	11.9425
03-08-2017	21974	25.5	3.49	0.96	NIFTY	31-08-2017	10043	21759000	691725	9744.926	10068.14195	10175.35524	9937.1975	9699.039759	-0.575184881	11.6425
04-08-2017	22017	25.61	3.56	0.96	NIFTY	31-08-2017	10108.55	21461100	-297900	9756.895	10081.6113	10173.95642	9959.25	9744.543582	0.652693418	11.39
07-08-2017	22062	25.67	3.56	0.96	NIFTY	31-08-2017	10091.75	21703650	242550	9767.214	10084.99087	10179.86178	9974.99	9770.118217	-0.166195943	11.895
08-08-2017	22030	25.5	3.53	0.97	NIFTY	31-08-2017	9999.45	22978575	1274925	9775.089	10056.47724	10171.59074	9985.6	9799.609258	-0.914608467	12.77
09-08-2017	22018	25.31	3.51	0.97	NIFTY	31-08-2017	9926.7	23268000	289425	9781.226	10013.21816	10163.58149	9990.8175	9818.05351	-0.727540015	13.4525
10-08-2017	21836	25.06	3.47	0.98	NIFTY	31-08-2017	9854.75	22531950	-736050	9785.8	9960.395442	10166.39355	9989.18	9811.96645	-0.724812878	13.8025
11-08-2017	21848	24.8	3.43	0.99	NIFTY	31-08-2017	9741.05	23310075	778125	9788.019	9887.280295	10185.85317	9981.255	9776.656828	-1.15375834	15.195
14-08-2017	21952	25.02	3.46	0.98	NIFTY	31-08-2017	9815.6	22828950	-481125	9791.279	9863.386863	10191.58973	9975.3775	9759.165268	0.765317907	14.3825
15-08-2017	21977															
16-08-2017	22011	25.28	3.49	0.97	NIFTY	31-08-2017	9904.95	23589450	760500	9795.668	9877.241242	10188.95932	9978.31	9767.660676	0.910285668	14.2375
17-08-2017	21733	25.3	3.5	0.97	NIFTY	31-08-2017	9909.45	24989400	1399950	9800.542	9887.977495	10189.06078	9977.825	9766.589218	0.04543183	14.34
18-08-2017	21679	25.1	3.46	0.97	NIFTY	31-08-2017	9854.4	25042725	53325	9804.032	9876.784996	10190.72132	9976.1425	9761.563684	-0.555530327	14.57
