Date	Dow_Jones	P/E	P/B	Div Yield	Symbol	Expiry	Close	Open Interest	Change in OI	SMA	EMA	upper_band	middle_band	lower_band	PercentageChange	Vix
16-05-2016	17664	21.54	3.28	1.37	NIFTY	26-05-2016	7887.2	16198875	-87525	7696.259	7872.550349	8011.388415	7874.1625	7736.936585	0.723448544	17.0325
17-05-2016	17489	21.62	3.29	1.36	NIFTY	26-05-2016	7907.6	16604025	405150	7714.232	7884.233566	8010.009068	7873.5275	7737.045932	0.258646922	16.3725
18-05-2016	17479	21.57	3.28	1.37	NIFTY	26-05-2016	7879.3	16091700	-512325	7727.237	7882.589044	8005.066718	7871	7736.933282	-0.357883555	16.455
19-05-2016	17415	21.33	3.24	1.38	NIFTY	26-05-2016	7785.1	16499400	407700	7735.708	7850.092696	8002.160978	7864.5875	7727.014022	-1.195537675	17.0625
20-05-2016	17482	21.19	3.22	1.39	NIFTY	26-05-2016	7763.35	15625950	-873450	7741.984	7821.178464	7999.760491	7857.1975	7714.634509	-0.279379841	16.425
23-05-2016	17470	21.13	3.22	1.39	NIFTY	26-05-2016	7744.85	14619975	-1005975	7747.674	7795.735643	8001.828848	7851.19	7700.551152	-0.238299188	16.16
24-05-2016	17687	21.16	3.22	1.39	NIFTY	26-05-2016	7759.3	13667175	-952800	7753.807	7783.590428	7983.803644	7840.1975	7696.591356	0.186575595	16.22
25-05-2016	17817	22.07	3.3	1.36	NIFTY	26-05-2016	7943	11506050	-2161125	7761.966	7836.726952	7972.75524	7837.83	7702.90476	2.367481603	15.52
26-05-2016	17817	22.39	3.36	1.33	NIFTY	26-05-2016	8062.65	7607175	-3898875	7773.545	7912.034635	8015.104818	7848.29	7681.475182	1.506357799	15.325
27-05-2016	17849	22.66	3.4	1.32	NIFTY	30-06-2016	8172.45	20937900	1452225	7786.75	7998.839757	8080.437462	7862.1725	7643.907538	1.361835129	15.26
29-05-2016	17886															
30-05-2016	17891	22.69	3.41	1.31	NIFTY	30-06-2016	8194.3	21695850	757950	7799.699	8063.993171	8141.319516	7879.8825	7618.445484	0.267361685	15.975
31-05-2016	17774	22.6	3.4	1.32	NIFTY	30-06-2016	8190.9	21630150	-65700	7813.809	8106.295447	8190.396106	7900.2375	7610.078894	-0.041492257	16.045
01-06-2016	17779	22.65	3.41	1.31	NIFTY	30-06-2016	8194.55	21499350	-130800	7827.16	8135.713632	8229.551244	7923.3275	7617.103756	0.044561648	15.835
02-06-2016	17825	22.76	3.43	1.31	NIFTY	30-06-2016	8243.25	21519600	20250	7841.77	8171.559088	8274.735888	7946.835	7618.934112	0.594297429	15.0875
03-06-2016	17800	22.77	3.43	1.31	NIFTY	30-06-2016	8238.9	21192750	-326850	7854.442	8194.006058	8310.363634	7970.7675	7631.171366	-0.052770449	14.995
06-06-2016	17915	22.71	3.42	1.31	NIFTY	30-06-2016	8229.8	20991825	-200925	7864.771	8205.937372	8343.135203	7987.0425	7630.949797	-0.110451638	15.355
07-06-2016	17933	22.69	3.44	1.3	NIFTY	30-06-2016	8283.15	21656100	664275	7875.909	8231.674915	8382.189544	8005.2125	7628.235456	0.648253907	14.87
08-06-2016	17995	22.71	3.45	1.3	NIFTY	30-06-2016	8284.2	21498000	-158100	7886.867	8249.183277	8416.058132	8026.13	7636.201868	0.012676337	15.1425
09-06-2016	17973	22.52	3.42	1.31	NIFTY	30-06-2016	8229.35	21503550	5550	7898.682	8242.572184	8438.0233	8041.1875	7644.3517	-0.662103764	15.6725
10-06-2016	17866	22.43	3.38	1.28	NIFTY	30-06-2016	8190.4	21482550	-21000	7910.089	8225.181456	8448.747676	8059.18	7669.612324	-0.473305911	15.97
13-06-2016	17728	22.26	3.36	1.29	NIFTY	30-06-2016	8130.65	20754075	-728475	7917.882	8193.670971	8453.813561	8071.3525	7688.891439	-0.7295126	16.5825
14-06-2016	17662	22.26	3.36	1.29	NIFTY	30-06-2016	8120.55	19111350	-1642725	7925.489	8169.297314	8457.425211	8082	7706.574789	-0.124221311	17.19
15-06-2016	17646	22.53	3.4	1.27	NIFTY	30-06-2016	8221.35	18571575	-539775	7934.941	8186.648209	8467.124692	8099.1025	7731.080308	1.241295232	17.055
16-06-2016	17740	22.35	3.37	1.28	NIFTY	30-06-2016	8158.75	17058750	-1512825	7942.301	8177.348806	8456.95493	8117.785	7778.61507	-0.761432125	17.6975
17-06-2016	17737	22.43	3.36	1.28	NIFTY	30-06-2016	8174.4	17061300	2550	7953.319	8176.365871	8436.436205	8138.3375	7840.238795	0.1918186	17.35
20-06-2016	17712	22.62	3.39	1.27	NIFTY	30-06-2016	8251.9	17478225	416925	7965.663	8201.543914	8404.323843	8163.69	7923.056157	0.948081816	17.5175
21-06-2016	17737	22.56	3.38	1.27	NIFTY	30-06-2016	8225.1	16894200	-584025	7978.864	8209.395943	8341.197163	8186.98	8032.762837	-0.324773688	17.26
22-06-2016	17688	22.52	3.37	1.27	NIFTY	30-06-2016	8205.05	15560700	-1333500	7991.403	8207.947295	8306.178156	8200.0825	8093.986844	-0.243766033	18.185
23-06-2016	17915	22.7	3.4	1.26	NIFTY	30-06-2016	8282.25	15888150	327450	8003.006	8232.714863	8302.423366	8211.0625	8119.701634	0.940883968	18.02
24-06-2016	17247	22.2	3.29	1.28	NIFTY	30-06-2016	8086.9	13436025	-2452125	8010.088	8184.109909	8311.945354	8206.785	8101.624646	-2.358658577	18.6275
27-06-2016	16985	22.22	3.29	1.28	NIFTY	30-06-2016	8104.6	12118500	-1317525	8014.823	8157.606606	8316.472759	8202.3	8088.127241	0.218872497	18.53
28-06-2016	17301	22.31	3.3	1.28	NIFTY	30-06-2016	8136.05	10755000	-1363500	8019.138	8150.421071	8317.273915	8199.5575	8081.841085	0.38805123	17.725
29-06-2016	17624	22.52	3.33	1.26	NIFTY	30-06-2016	8204.5	8196750	-2558250	8024.631	8168.44738	8317.76666	8200.055	8082.34334	0.841317347	16.155
30-06-2016	17819	22.75	3.37	1.25	NIFTY	30-06-2016	8284.75	5611500	-2585250	8032.059	8207.21492	8324.196783	8202.13	8080.063217	0.978121762	16.29
01-07-2016	17866	22.86	3.38	1.25	NIFTY	28-07-2016	8355.15	18754050	329475	8040.939	8256.526614	8346.426348	8207.9425	8069.458652	0.849754066	15.7375
03-07-2016	17843															
04-07-2016	17860	22.98	3.4	1.24	NIFTY	28-07-2016	8387.35	19078800	324750	8051.386	8300.134409	8374.78986	8215.82	8056.85014	0.385391046	15.5775
05-07-2016	17762	22.88	3.39	1.24	NIFTY	28-07-2016	8354	18927300	-151500	8058.883	8318.089606	8387.09233	8219.3625	8051.63267	-0.39762261	15.3625
06-07-2016	17834															
07-07-2016	17818	22.89	3.39	1.24	NIFTY	28-07-2016	8358.3	18666525	-260775	8066.242	8331.493071	8399.414695	8223.0675	8046.720305	0.051472349	15.3075
08-07-2016	18038	22.85	3.38	1.25	NIFTY	28-07-2016	8336.45	18265125	-401400	8075.902	8333.14538	8411.580501	8228.4225	8045.264499	-0.261416795	15.0825
11-07-2016	18147	23.25	3.44	1.23	NIFTY	28-07-2016	8489.4	19943700	1678575	8087.794	8385.230254	8457.814922	8243.3725	8028.930078	1.834713817	14.8475
12-07-2016	18264	23.37	3.46	1.22	NIFTY	28-07-2016	8528.75	21256800	1313100	8101.567	8433.070169	8504.415443	8263.2775	8022.139557	0.463519212	14.7825
13-07-2016	18288	23.37	3.46	1.22	NIFTY	28-07-2016	8520.05	21436500	179700	8116.292	8462.063446	8539.501794	8283.2525	8027.003206	-0.102007914	15.325
14-07-2016	18427	23.49	3.48	1.21	NIFTY	28-07-2016	8576.55	22060950	624450	8133.168	8500.225631	8585.336841	8301.0125	8016.688159	0.663141648	15.61
15-07-2016	18417	23.43	3.47	1.21	NIFTY	28-07-2016	8554.85	22519425	458475	8148.803	8518.433754	8617.651377	8320.8175	8023.983623	-0.25301549	15.6375
18-07-2016	18451	23.34	3.46	1.22	NIFTY	28-07-2016	8520.5	22379700	-139725	8164.008	8519.122503	8639.120011	8338.1225	8037.124989	-0.401526619	15.9875
19-07-2016	18480	23.39	3.46	1.22	NIFTY	28-07-2016	8540.45	22899075	519375	8176.731	8526.231668	8663.14187	8352.55	8041.95813	0.234141189	15.795
20-07-2016	18531	23.49	3.48	1.21	NIFTY	28-07-2016	8584.15	23520525	621450	8190.019	8545.537779	8690.904049	8370.5025	8050.100951	0.51168264	15.99
21-07-2016	18436	23.34	3.46	1.22	NIFTY	28-07-2016	8519.75	23127825	-392700	8203.097	8536.941853	8703.486375	8386.2375	8068.988625	-0.750219882	15.7125
22-07-2016	18478	23.43	3.47	1.21	NIFTY	28-07-2016	8554.3	23262900	135075	8215.619	8542.727902	8721.387909	8399.84	8078.292091	0.405528331	15.4975
25-07-2016	18420	23.69	3.44	1.23	NIFTY	28-07-2016	8639.7	21429450	-1833450	8231.802	8575.051934	8731.219122	8427.48	8123.740878	0.998328326	15.7175
26-07-2016	18398	23.56	3.39	1.28	NIFTY	28-07-2016	8592.85	20419575	-1009875	8245.915	8580.984623	8724.826049	8451.8925	8178.958951	-0.542264199	15.62
27-07-2016	18390	23.63	3.4	1.27	NIFTY	28-07-2016	8614.75	17661225	-2758350	8260.058	8592.239749	8715.732484	8475.8275	8235.922516	0.254863055	15.4275
28-07-2016	18376	23.69	3.42	1.26	NIFTY	28-07-2016	8661.85	13640925	-4020300	8275.709	8615.443166	8717.00639	8498.695	8280.38361	0.546736702	15.1475
29-07-2016	18362	23.62	3.38	1.27	NIFTY	25-08-2016	8686.6	22176150	323775	8293.739	8639.162111	8728.435285	8518.7875	8309.139715	0.285735726	14.9175
01-08-2016	18326	23.61	3.38	1.27	NIFTY	25-08-2016	8682	22525725	349575	8312.112	8653.441407	8742.147155	8535.13	8328.112845	-0.052955126	15.18
02-08-2016	18248	23.58	3.38	1.27	NIFTY	25-08-2016	8660.3	22811700	285975	8330.421	8655.727605	8750.957631	8548.7775	8346.597369	-0.24994241	15.6925
03-08-2016	18269	23.36	3.35	1.28	NIFTY	25-08-2016	8582.55	24006825	1195125	8346.886	8631.33507	8741.850027	8560.205	8378.559973	-0.897774904	16.2375
04-08-2016	18273	23.38	3.35	1.28	NIFTY	25-08-2016	8594.4	23718750	-288075	8359.914	8619.02338	8728.592942	8572.01	8415.427058	0.138070853	15.14
05-08-2016	18454	23.74	3.4	1.26	NIFTY	25-08-2016	8708.2	23965350	246600	8372.825	8648.74892	8716.088844	8590.5975	8465.106156	1.32411803	14.3525
08-08-2016	18460	23.82	3.41	1.26	NIFTY	25-08-2016	8742.3	24671175	705825	8384.222	8679.932613	8736.144856	8603.2425	8470.340144	0.391584943	14.5875
09-08-2016	18466	23.73	3.4	1.26	NIFTY	25-08-2016	8702.55	24641925	-29250	8394.387	8687.471742	8746.927097	8611.9325	8476.937903	-0.454685838	14.5375
10-08-2016	18452	23.44	3.36	1.28	NIFTY	25-08-2016	8598.05	25566900	924975	8402.53	8657.664495	8744.334513	8615.8325	8487.330487	-1.200797467	14.9225
11-08-2016	18565	23.49	3.34	1.26	NIFTY	25-08-2016	8612.45	25509600	-57300	8410.888	8642.592997	8744.881358	8617.6275	8490.373642	0.167479836	14.2125
12-08-2016	18523	23.71	3.36	1.24	NIFTY	25-08-2016	8678.4	24633900	-875700	8419.591	8654.528664	8750.261929	8623.805	8497.348071	0.765751906	13.77
15-08-2016	18582															
16-08-2016	18524	23.63	3.35	1.25	NIFTY	25-08-2016	8659.9	24837600	203700	8428.011	8656.31911	8748.77168	8630.775	8512.77832	-0.213172935	14.1825
17-08-2016	18541	23.58	3.34	1.25	NIFTY	25-08-2016	8631.4	24581025	-256575	8436.043	8648.01274	8745.816185	8635.3225	8524.828815	-0.329103107	14.78
18-08-2016	18565	23.71	3.36	1.24	NIFTY	25-08-2016	8685.1	23846100	-734925	8444.082	8660.37516	8750.273505	8640.37	8530.466495	0.622147045	14.55
19-08-2016	18540	23.7	3.31	1.25	NIFTY	25-08-2016	8677.25	23211375	-634725	8451.943	8666.000107	8744.124653	8648.245	8552.365347	-0.090384682	14.5375
22-08-2016	18519	23.59	3.3	1.25	NIFTY	25-08-2016	8633.2	18163500	-5047875	8460.02	8655.066738	8738.275966	8652.19	8566.104034	-0.507649313	14.235
23-08-2016	18528	23.73	3.3	1.25	NIFTY	25-08-2016	8641.75	12351375	-5812125	8469.047	8650.627825	8738.323601	8652.2925	8566.261399	0.099036279	13.8975
24-08-2016	18472	23.78	3.31	1.25	NIFTY	25-08-2016	8654.65	9294825	-3056550	8479.527	8651.96855	8736.976539	8655.3825	8573.788461	0.14927532	13.4875
25-08-2016	18448	23.62	3.29	1.26	NIFTY	25-08-2016	8596.2	5220225	-4074600	8489.04	8633.379033	8738.267051	8654.455	8570.642949	-0.675359489	13.285
26-08-2016	18380	23.5	3.27	1.25	NIFTY	29-09-2016	8625	27299175	917475	8497.113	8630.586022	8737.308798	8652.6125	8567.916202	0.335031758	13.57
29-08-2016	18489	23.6	3.29	1.24	NIFTY	29-09-2016	8649.75	27762675	463500	8506.933	8636.974015	8734.019579	8650.77	8567.520421	0.286956522	13.165
30-08-2016	18444	23.97	3.34	1.22	NIFTY	29-09-2016	8794.6	30451425	2688750	8519.337	8689.51601	8760.063185	8656.4	8552.736815	1.674614873	13.02
31-08-2016	18395	24.09	3.36	1.22	NIFTY	29-09-2016	8836.15	33023850	2572425	8531.022	8738.394007	8795.176323	8665.1925	8535.208677	0.472449003	13.2425
01-09-2016	18395	24.06	3.35	1.22	NIFTY	29-09-2016	8808.35	33625125	601275	8542.687	8761.712671	8814.753232	8676.4825	8538.211768	-0.31461666	13.34
02-09-2016	18480	24.15	3.36	1.22	NIFTY	29-09-2016	8840.15	33166725	-458400	8555.389	8787.858447	8838.852535	8688.77	8538.687465	0.361021077	12.94
04-09-2016	18504.5															
05-09-2016	18479															
06-09-2016	18523	24.52	3.42	1.2	NIFTY	29-09-2016	8961.2	33895575	728850	8568.968	8845.638965	8892.869193	8701.42	8509.970807	1.369320656	12.75
07-09-2016	18514	24.45	3.4	1.2	NIFTY	29-09-2016	8952.1	34004400	108825	8586.272	8881.125977	8932.015635	8711.91	8491.804365	-0.1015489	13.145
08-09-2016	18459	24.54	3.41	1.2	NIFTY	29-09-2016	8982.55	34347975	343575	8603.831	8914.933984	8975.498002	8725.91	8476.321998	0.340143653	13.115
09-09-2016	18041	24.31	3.38	1.21	NIFTY	29-09-2016	8903.75	33435600	-912375	8619.185	8911.20599	8994.996936	8741.195	8487.393064	-0.877256458	13.23
12-09-2016	18321	23.89	3.32	1.23	NIFTY	29-09-2016	8742.35	32807025	-628575	8629.942	8854.92066	8994.533867	8747.69	8500.846133	-1.81271936	15.24
13-09-2016	18087															
14-09-2016	18000	23.92	3.33	1.23	NIFTY	29-09-2016	8768.55	32624250	-182775	8639.618	8826.13044	8997.100402	8752.1975	8507.294598	0.299690587	14.7625
15-09-2016	18200	23.97	3.33	1.23	NIFTY	29-09-2016	8773.5	32047200	-577050	8647.985	8808.58696	8999.197569	8757.8775	8516.557431	0.056451751	14.6775
16-09-2016	18167.6	24.07	3.34	1.26	NIFTY	29-09-2016	8808.2	32128125	80925	8656.402	8808.457973	9001.728037	8766.7175	8531.706963	0.395509204	14.58
19-09-2016	18052	24.15	3.34	1.25	NIFTY	29-09-2016	8832.1	32417100	288975	8665.964	8816.338649	9007.598126	8774.0675	8540.536874	0.271338071	14.94
20-09-2016	18047	24.06	3.33	1.26	NIFTY	29-09-2016	8807.2	32293200	-123900	8674.942	8813.292433	9010.157051	8780.565	8550.972949	-0.281926156	14.78
21-09-2016	18218	24.11	3.33	1.26	NIFTY	29-09-2016	8806.95	32424525	131325	8684.352	8811.178288	9008.812434	8789.2525	8569.692566	-0.002838587	14.805
22-09-2016	18299	24.34	3.37	1.25	NIFTY	29-09-2016	8884.45	32229750	-194775	8692.253	8835.602192	9013.704826	8801.3875	8589.070174	0.879986829	13.34
23-09-2016	18190	24.24	3.35	1.25	NIFTY	29-09-2016	8843.65	31341150	-888600	8698.551	8838.284795	9012.758975	8810.8375	8608.916025	-0.459229328	13.2475
26-09-2016	18014	23.94	3.31	1.27	NIFTY	29-09-2016	8735.15	24991875	-6349275	8702.853	8803.90653	8998.093289	8817.785	8637.476711	-1.226868996	14.565
27-09-2016	18139	23.9	3.3	1.27	NIFTY	29-09-2016	8716.55	20595825	-4396050	8705.653	8774.787687	8986.812367	8822.3625	8657.912633	-0.212932806	14.25
28-09-2016	18238	23.97	3.32	1.27	NIFTY	29-09-2016	8758.45	17271300	-3324525	8709.725	8769.341791	8975.390008	8827.7975	8680.204992	0.48069477	13.8475
29-09-2016	18097	23.51	3.26	1.29	NIFTY	29-09-2016	8588.35	12919425	-4351875	8711.082	8709.011194	8998.052893	8817.485	8636.917107	-1.942124463	18.45
30-09-2016	18219	23.4	3.27	1.29	NIFTY	27-10-2016	8640.65	22831200	-992400	8713.086	8686.224129	9003.687061	8807.71	8611.732939	0.608964469	17.18
03-10-2016	18156	23.8	3.31	1.27	NIFTY	27-10-2016	8779.1	21992550	-838650	8716.985	8717.182753	9002.619793	8806.2475	8609.875207	1.602310011	15.62
04-10-2016	18092	23.95	3.33	1.26	NIFTY	27-10-2016	8799.7	22195500	202950	8722.584	8744.688502	8999.991222	8804.225	8608.458778	0.234648199	14.9925
05-10-2016	18200	23.43	3.32	1.27	NIFTY	27-10-2016	8775.35	22296375	100875	8727.005	8754.909001	8977.189281	8794.9325	8612.675719	-0.276713979	14.925
06-10-2016	18199	23.52	3.3	1.27	NIFTY	27-10-2016	8731.35	22088550	-207825	8728.838	8747.056001	8953.005765	8783.895	8614.784235	-0.501404502	14.835
07-10-2016	18157	23.49	3.29	1.27	NIFTY	27-10-2016	8722.75	21416325	-672225	8731.436	8738.954001	8915.052393	8770.905	8626.757607	-0.098495651	14.485
10-10-2016	18259	23.34	3.3	1.27	NIFTY	27-10-2016	8739.95	21240075	-176250	8733.94	8739.286	8893.757932	8762.715	8631.672068	0.197185521	14.285
11-10-2016	18070															
12-10-2016	18053															
13-10-2016	18021	23.16	3.25	1.29	NIFTY	27-10-2016	8580.45	19803150	-1436925	8732.312	8686.340667	8907.823438	8754.62	8601.416562	-1.824953232	15.425
14-10-2016	18059	22.98	3.25	1.29	NIFTY	27-10-2016	8605.1	19245975	-557175	8730.682	8659.260445	8912.690008	8746.4475	8580.204992	0.28728097	14.8875
17-10-2016	18013	23	3.23	1.3	NIFTY	27-10-2016	8523.9	18759150	-486825	8727.52	8614.140296	8925.729541	8733.9675	8542.205459	-0.943626454	15.655
18-10-2016	18064	23.22	3.29	1.28	NIFTY	27-10-2016	8679.85	18423825	-335325	8727.911	8636.043531	8917.52787	8727.55	8537.57213	1.829561586	14.5375
19-10-2016	18125	23.35	3.28	1.28	NIFTY	27-10-2016	8665.25	17973075	-450750	8729.565	8645.779021	8904.688818	8719.2075	8533.726182	-0.168205672	14.6125
20-10-2016	18108	23.46	3.3	1.27	NIFTY	27-10-2016	8705.15	18618375	645300	8731.78	8665.569347	8895.185545	8714.105	8533.024455	0.460459883	14.165
21-10-2016	18066	23.23	3.29	1.27	NIFTY	27-10-2016	8700.35	18228150	-390225	8731.623	8677.162898	8884.815704	8708.775	8532.734296	-0.055139774	13.83
24-10-2016	18134	23.27	3.3	1.27	NIFTY	27-10-2016	8720.25	16598025	-1630125	8731.182	8691.525265	8857.32822	8700.565	8543.80178	0.228726431	14.3325
25-10-2016	18097	23.23	3.29	1.27	NIFTY	27-10-2016	8700.35	14028825	-2569200	8731.138	8694.466844	8835.789269	8693.4	8551.010731	-0.228204467	14.4825
26-10-2016	18128	23.3	3.26	1.28	NIFTY	27-10-2016	8616.75	12374400	-1654425	8731.512	8668.561229	8832.258971	8687.48	8542.701029	-0.960880884	14.4525
27-10-2016	18082	23.28	3.26	1.28	NIFTY	27-10-2016	8615.2	8084475	-4289925	8731.567	8650.774153	8829.837392	8682.4125	8534.987608	-0.017988221	14.085
28-10-2016	18098	23.34	3.27	1.28	NIFTY	24-11-2016	8667.4	17732100	-232575	8731.347	8656.316102	8821.177593	8677.86	8534.542407	0.605905841	14.6525
31-10-2016	18062															
01-11-2016	17939	23.31	3.27	1.28	NIFTY	24-11-2016	8651.75	17369625	-388125	8731.14	8648.768267	8819.178534	8680.4575	8541.736466	0.261322023	15.735
02-11-2016	17881	23.01	3.23	1.3	NIFTY	24-11-2016	8542.6	17215125	-154500	8728.29	8613.378845	8811.947092	8668.6325	8525.317908	-1.261594475	16.7975
03-11-2016	17852	22.93	3.21	1.3	NIFTY	24-11-2016	8517.9	17042400	-172725	8725.103	8581.552563	8798.949146	8654.5425	8510.135854	-0.289139138	16.465
04-11-2016	17805	22.73	3.19	1.31	NIFTY	24-11-2016	8458.2	17247225	204825	8721.603	8540.435042	8795.651949	8638.685	8481.718051	-0.700876977	16.8475
07-11-2016	18192	22.67	3.22	1.3	NIFTY	24-11-2016	8520	16080075	-1167150	8719.168	8533.623361	8787.15146	8628.1175	8469.08354	0.730651912	16.5075
08-11-2016	18285	22.57	3.24	1.3	NIFTY	24-11-2016	8566.55	16022775	-57300	8717.406	8544.598908	8775.274804	8620.3075	8465.340196	0.546361502	16.77
09-11-2016	18532	22.48	3.19	1.31	NIFTY	24-11-2016	8462.7	16679925	657150	8714.736	8517.299272	8765.666069	8606.445	8447.223931	-1.212273319	16.62
10-11-2016	18786	22.7	3.23	1.3	NIFTY	24-11-2016	8553.35	17023275	343350	8713.303	8529.316181	8765.628695	8605.09	8444.551305	1.071171139	15.4575
11-11-2016	18787	22.02	3.14	1.33	NIFTY	24-11-2016	8327.95	17516325	493050	8706.867	8462.194121	8792.145086	8591.2325	8390.319914	-2.635224795	17.365
14-11-2016	18822															
15-11-2016	18880	21.37	3.07	1.36	NIFTY	24-11-2016	8139.55	19533600	2017275	8693.766	8354.646081	8852.702194	8572.015	8291.327806	-2.262261421	20.145
16-11-2016	18833	21.62	3.07	1.36	NIFTY	24-11-2016	8118.55	18894825	-638775	8679.414	8275.947387	8882.232645	8543.95	8205.667355	-0.257999521	19.5025
17-11-2016	18869	21.49	3.06	1.37	NIFTY	24-11-2016	8088.35	18795225	-99600	8665.014	8213.414925	8901.988117	8515.105	8128.221883	-0.371987609	18.71
18-11-2016	18853	21.41	3.06	1.37	NIFTY	24-11-2016	8074.7	17458950	-1336275	8649.705	8167.176616	8904.619038	8483.5825	8062.545962	-0.168761243	17.805
21-11-2016	18910	21.19	3	1.4	NIFTY	24-11-2016	7939.2	16655175	-803775	8629.265	8091.184411	8916.004654	8445.525	7975.045346	-1.678080919	19.0975
22-11-2016	18995	21.38	3.03	1.38	NIFTY	24-11-2016	8006.8	15260850	-1394325	8610.359	8063.056274	8899.405516	8409.8525	7920.299484	0.851471181	18.465
23-11-2016	19054	21.47	3.04	1.38	NIFTY	24-11-2016	8024.85	12752475	-2508375	8591.205	8050.320849	8873.939708	8376.0775	7878.215292	0.225433382	18.04
24-11-2016	19102	21.29	3.02	1.39	NIFTY	24-11-2016	7968.2	9314925	-3437550	8572.494	8022.947233	8858.770149	8343.65	7828.529851	-0.705932198	17.16
25-11-2016	19144	21.52	3.08	1.36	NIFTY	29-12-2016	8126.35	14147625	-867825	8560.174	8057.414822	8826.804784	8319.2075	7811.610216	1.984764439	17.6125
28-11-2016	19080	21.55	3.08	1.36	NIFTY	29-12-2016	8150.6	14752575	604950	8547.815	8088.476548	8779.600237	8293.3675	7807.134763	0.298411956	18.055
29-11-2016	19115	21.43	3.09	1.36	NIFTY	29-12-2016	8172.05	15091950	339375	8535.786	8116.334365	8733.888146	8270.51	7807.131854	0.26317081	17.7075
30-11-2016	19132	21.61	3.12	1.34	NIFTY	29-12-2016	8260.35	15600150	508200	8524.829	8164.339577	8680.054466	8250.94	7821.825534	1.080512234	16.85
01-12-2016	19197	21.53	3.11	1.35	NIFTY	29-12-2016	8212	16102125	501975	8512.427	8180.226385	8642.253615	8234.41	7826.566385	-0.585326288	16.6875
02-12-2016	19158	21.25	3.07	1.37	NIFTY	29-12-2016	8108.9	15733725	-368400	8498.461	8156.450923	8603.499267	8213.96	7824.420733	-1.255479786	17.9325
05-12-2016	19210	21.34	3.08	1.36	NIFTY	29-12-2016	8164.9	15520875	-212850	8485.62	8159.267282	8572.700052	8199.295	7825.889948	0.690599218	17.2875
06-12-2016	19232	21.56	3.09	1.36	NIFTY	29-12-2016	8169.05	15499725	-21150	8471.312	8162.528188	8524.985444	8181.7475	7838.509556	0.050827322	17.105
07-12-2016	19517	21.28	3.07	1.36	NIFTY	29-12-2016	8123.35	15832500	332775	8456.906	8149.468792	8454.401823	8159.5875	7864.773177	-0.559428575	16.845
08-12-2016	19621	21.83	3.13	1.34	NIFTY	29-12-2016	8255.65	16865250	1032750	8447.316	8184.862528	8413.728764	8149.235	7884.741236	1.628638431	15.525
09-12-2016	19769	21.87	3.13	1.34	NIFTY	29-12-2016	8277	17151225	285975	8438.525	8215.575019	8334.907475	8135.4175	7935.927525	0.25861077	15.0675
12-12-2016	19781	21.45	3.1	1.35	NIFTY	29-12-2016	8183.4	16502925	-648300	8427.024	8204.850012	8308.838871	8128.19	7947.541129	-1.130844509	16.1925
13-12-2016	19912	21.59	3.12	1.34	NIFTY	29-12-2016	8227.45	16960425	457500	8419.806	8212.383342	8318.33066	8132.585	7946.83934	0.53828482	15.9225
14-12-2016	19824	21.48	3.1	1.35	NIFTY	29-12-2016	8197.65	16581150	-379275	8410.946	8207.472228	8324.279651	8136.54	7948.800349	-0.36220214	16.5925
15-12-2016	19863	21.41	3.09	1.35	NIFTY	29-12-2016	8173.05	15584400	-996750	8398.825	8195.998152	8327.795257	8140.775	7953.754743	-0.300086	15.655
16-12-2016	19918.4	21.37	3.09	1.36	NIFTY	29-12-2016	8146.5	14874900	-709500	8385.761	8179.498768	8328.914175	8144.365	7959.815825	-0.324848129	15.2525
19-12-2016	19837	21.3	3.07	1.36	NIFTY	29-12-2016	8124.15	14570625	-304275	8372.737	8161.049179	8312.922032	8153.6125	7994.302968	-0.274350948	14.8375
20-12-2016	19899	21.24	3.06	1.37	NIFTY	29-12-2016	8099.9	14405925	-164700	8360.108	8140.666119	8305.09759	8158.2675	8011.43741	-0.298492765	14.5375
21-12-2016	19891	21.16	3.06	1.37	NIFTY	29-12-2016	8080.65	14274225	-131700	8347.266	8120.660746	8299.523338	8161.0575	8022.591662	-0.237657255	14.705
22-12-2016	19873	21.18	3.03	1.38	NIFTY	29-12-2016	7996.85	12897600	-1376625	8332.404	8079.390497	8293.328059	8162.49	8031.651941	-1.037045287	15.5525
23-12-2016	19874	21.39	3.03	1.38	NIFTY	29-12-2016	7995	13605525	707925	8320.695	8051.260332	8305.239041	8155.9225	8006.605959	-0.023134109	15.1275
26-12-2016	19870.5	21.36	3	1.4	NIFTY	29-12-2016	7911.3	14412375	806850	8306.819	8004.606888	8327.492653	8143.9575	7960.422347	-1.046904315	16.6025
27-12-2016	19876	21.7	3.05	1.37	NIFTY	29-12-2016	8031.35	13281600	-1130775	8296.968	8013.521258	8326.30423	8136.9225	7947.54077	1.517449724	15.0825
28-12-2016	19775	21.71	3.05	1.37	NIFTY	29-12-2016	8031.35	10557750	-2723850	8283.998	8019.464172	8311.276888	8125.4725	7939.668112	0	15.5425
29-12-2016	19759	21.89	3.07	1.36	NIFTY	29-12-2016	8101.3	7398000	-3159750	8272.719	8046.742782	8301.652073	8119.9375	7938.222927	0.870961918	15.2825
30-12-2016	19720	21.93	3.1	1.35												15.465
02-01-2017	19780	22.08	3.1	1.35												15.83
03-01-2017	19798	22.12	3.11	1.35												15.9575
04-01-2017	19856	21.94	3.11	1.35												15.89
05-01-2017	19821	22.17	3.14	1.33												15.05
06-01-2017	19897	22.09	3.13	1.34												14.9125
